0	-63.816200	0.000525	2062.893066
1	-63.310513	0.000574	1509.433960
2	-63.618446	0.000556	1408.805054
3	-61.566280	0.000703	1006.289307
4	-60.341801	0.000812	1106.918213
5	-61.068535	0.000732	955.974854
6	-62.672848	0.000593	2012.578613
7	-61.144592	0.000686	1257.861572
8	-61.474514	0.000699	1006.289307
9	-62.939358	0.000591	1308.176025
10	-62.657669	0.000614	1257.861572
11	-60.706161	0.000743	1106.918213
12	-60.022167	0.000793	1056.603760
13	-61.374050	0.000704	1157.232666
14	-62.515244	0.000609	1459.119507
15	-62.004555	0.000632	1308.176025
16	-64.807709	0.000467	2113.207520
17	-63.910088	0.000535	1308.176025
18	-62.843140	0.000578	1308.176025
19	-66.425430	0.000371	2163.521973
20	-62.255219	0.000624	1559.748413
21	-62.563282	0.000612	1408.805054
22	-64.205719	0.000513	1459.119507
23	-63.700287	0.000548	1408.805054
24	-64.531357	0.000490	1257.861572
25	-63.811573	0.000546	1157.232666
26	-63.908844	0.000527	1408.805054
27	-61.810814	0.000611	1710.691772
28	-58.140396	0.000970	1308.176025
29	-59.280121	0.000888	553.459106
30	-59.771660	0.000844	855.345886
31	-59.555058	0.000900	955.974854
32	-63.011177	0.000586	1459.119507
33	-62.164150	0.000649	1056.603760
34	-59.651379	0.000851	1157.232666
35	-61.308945	0.000721	805.031433
36	-59.038738	0.000884	855.345886
37	-62.514931	0.000630	1408.805054
38	-57.888618	0.001102	352.201263
39	-55.860474	0.001387	553.459106
40	-55.842442	0.001374	603.773560
41	-61.699295	0.000700	754.716980
42	-55.846600	0.001427	603.773560
43	-58.884754	0.000935	1056.603760
44	-59.837322	0.000855	704.402527
45	-55.495373	0.001289	503.144653
46	-55.292847	0.001558	251.572327
47	-58.883053	0.000963	503.144653
48	-59.772984	0.000842	905.660339
49	-60.557323	0.000811	805.031433
50	-63.378380	0.000566	1157.232666
51	-57.149612	0.001204	855.345886
52	-59.955502	0.000824	1157.232666
53	-65.755028	0.000415	1861.635132
54	-65.168007	0.000435	1610.062866
55	-63.214180	0.000552	1861.635132
56	-63.980442	0.000526	1207.547119
57	-63.799309	0.000515	1157.232666
58	-62.779732	0.000622	905.660339
59	-58.819851	0.000998	704.402527
60	-60.582920	0.000813	452.830170
61	-52.774467	0.001668	1610.062866
62	-57.546764	0.001047	2867.924561
63	-59.449806	0.000853	1408.805054
64	-60.434933	0.000793	1610.062866
65	-46.587166	0.003125	2918.239014
66	-56.373222	0.001256	1911.949707
67	-57.338882	0.001171	805.031433
68	-56.428566	0.001261	1459.119507
69	-59.858704	0.000833	1257.861572
70	-63.949951	0.000532	1811.320679
71	-57.885975	0.001138	352.201263
72	-61.727085	0.000690	1006.289307
73	-60.187271	0.000800	1257.861572
74	-60.453835	0.000752	1257.861572
75	-59.084732	0.000928	603.773560
76	-57.847275	0.001039	654.088013
77	-59.734406	0.000891	452.830170
78	-59.523773	0.000857	905.660339
79	-63.384277	0.000532	1559.748413
80	-63.966938	0.000521	1559.748413
81	-64.623459	0.000509	1106.918213
82	-57.701073	0.001145	452.830170
